old_base_name,old_variant_count,old_variant_skus,total_revenue_q1q2,total_units_sold,unique_customer_count,new_sku,new_name,new_permalink,new_price,new_image,new_categories,mix_composition,match_score,bullet_1,bullet_2,bullet_3,bullet_4
Southern Sheep Pasture Mix,1,PB-SHEP-SO-OLD,720.42,8,6,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,110,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Blanket Flower,3,W-GAAR-1-LB;W-GAAR-0.25-LB;W-GAAR-0.5-LB,702.63,26,22,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,30,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
"Blue Wildrye - 10 lbs, Northern California",1,PG-ELGL-N-10-LB,700.0,1,1,TURF-W-BR,Kentucky Bluegrass and Perennial Ryegrass Mix,https://naturesseed.com/products/grass-seed/kentucky-bluegrass-seed-blue-ribbon-mix/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/BlueRibbon.png,"All Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn, TWCA - Water-Wise Lawn, Lawn Seed",Made from 80%; Kentucky bluegrass and 20%,60,"Scientifically balanced blend of Made from (80%), Kentucky bluegrass and (20%) — each species chosen for complementary growth habits and root structures.",Fast-establishing perennial ryegrass with improved turf density and dark green color — visible results in as little as 5-10 days.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Quick Start | Year Round Dense Green | Moderate Maintenance
Florida Tropics Poultry Forage Mix - 1 Acre,1,PB-FTPB-1-A,694.73,5,5,PB-CHIX,Chicken Forage Seed Mix,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",Red Clover 19%; Common Flax 18%; Alfalfa 18%; Buckwheat 14%; Strawberry Clover 10%; Peas 10%; White Clover 6%; Crimson Clover 6%,70,"Scientifically balanced blend of Red Clover (19%), Common Flax (18%), Alfalfa (18%), Buckwheat (14%) — each species chosen for complementary growth habits and root structures.",Crafted for poultry foraging with nutrient-dense greens that support egg production and provide natural pest control in the run.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Protein-Packed | Omega-3 Rich | Drought Hardy
California Bluebell,3,W-PHCA-0.25-LB;W-PHCA-0.5-LB;W-PHCA-1-LB,694.29,26,24,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,40,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: California Native | Colorful | Pollinator-Friendly
Pacific Southwest Horse Forage Mix - 1 Acre,1,PB-PSWH,678.67,4,3,PB-HRSE-SO,Warm Season Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SHORSE.webp,"Pasture Seed, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Perennial Ryegrass 41%; Tall Fescue 41%; Bermuda Grass 13%; White Clover 4%,100,"Scientifically balanced blend of Perennial Ryegrass (41%), Tall Fescue (41%), Bermuda Grass (13%), White Clover (4%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Fast Growth | Erosion Control
Southwest Semi-Arid Steppe Beef Cattle Forage Mix,1,PB-SSABC-0.5-A,659.14,4,2,PB-COW-SO,Warm Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-for-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SCOW.webp,"All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Tall Fescue 38%; Perennial Ryegrass 28%; Bermuda Grass 20%; Alfalfa 10%; White Clover 5%,100,"Scientifically balanced blend of Tall Fescue (38%), Perennial Ryegrass (28%), Bermuda Grass (20%), Alfalfa (10%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: High Nutrition | Heat Tolerant | Rapid Regrow
Arroyo Lupine,2,W-LUSU-N-1-LB-OLD;W-LUSU-N-0.25-LB-OLD,655.9,20,18,W-LUSU,Arroyo Lupine Seed,https://naturesseed.com/products/wildflower-seed/arroyo-lupine/,15.28,https://naturesseed.com/wp-content/uploads/2025/09/Arroyo-Lupine.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,20,This Arroyo lupine seed was collected from wildland areas in Southern CA and grown at Las Flores Farm in Santa Barbara County.,Arroyo Lupine (Lupinus succulentus) is a showy annual wildflower native to California's valleys and coastal areas.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Pollinator-Friendly | Long-Blooming | Colorful
"Sky Lupine - 1lbs, Northern California",1,W-LUNA-N-1-LB,648.0,5,3,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,40,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: California Native | Colorful | Pollinator-Friendly
"Western Yarrow - 0.25lbs, Native Variety",1,W-ACLA-0.25-LB-OLD,623.86,20,19,PB-CABIN,Native Cabin Grass Seed Mix,https://naturesseed.com/products/pasture-seed/native-cabin-grass-mix/,43.99,https://naturesseed.com/wp-content/uploads/2025/12/NativeCabinLawn.webp,"Food Plot Seed, Specialty Seed",,40,"Native Cabin Grass Mix is a low-mow, drought-tolerant seed blend designed to provide a soft, natural-looking lawn that fits seamlessly into rustic settings.","Perfect as a native lawn alternative around cabins, fire pits, and outdoor seating areas, it establishes quickly and stays compact with regular mowing.","Available now at $43.99 — ships direct to your door, ready for spring planting season.",
Intermountain West Upland Game Food Plot Mix,2,PB-IWUG-2.5-A;PB-IWUG,622.96,3,3,PB-GAME,Big Game Food Plot &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Oats 61%; Chicory 14%; Alfalfa 5%; Forage Radish 5%; White Clover 5%; Crimson Clover 4%; Triticale 4%; Peas 3%; Red Clover 2%,60,"Scientifically balanced blend of Oats (61%), Chicory (14%), Alfalfa (5%), Forage Radish (5%) — each species chosen for complementary growth habits and root structures.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Wildlife Magnet | High Protein
Sun &amp; Shade Wildflower Mix,2,LLWB-SW;LLWB-SW-500-F,619.87,13,12,TURF-W-SS,Sun and Shade Grass Seed Mix,https://naturesseed.com/products/grass-seed/twca-water-wise-sun-shade-mix/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/st-augustine-grass-lawn-scaled-1.jpeg,"All Seed, Northern Lawn, Transitional Lawn, TWCA - Water-Wise Lawn, Lawn Seed",,50,"What's In This Mix Perennial ryegrass (Lolium perenne) 40% Perennial ryegrass germinates rapidly and establishes quickly, providing fast cover and good wear tolerance.",A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Easy Establishment | Water-Saving | Medium-to-coarse texture
Coastal California Poppy,2,W-ESMA-1-LB-OLD;W-ESMA-0.25-LB-OLD,601.26,4,4,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,50,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: California Native | Colorful | Pollinator-Friendly
Southwest Transitional Beef Cattle Forage Mix,1,PB-SWTBC-50-LB,601.15,2,2,PB-COW-SO,Warm Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-for-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SCOW.webp,"All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Tall Fescue 38%; Perennial Ryegrass 28%; Bermuda Grass 20%; Alfalfa 10%; White Clover 5%,100,"Scientifically balanced blend of Tall Fescue (38%), Perennial Ryegrass (28%), Bermuda Grass (20%), Alfalfa (10%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: High Nutrition | Heat Tolerant | Rapid Regrow
"Tomcat Clover - 1 lb, Northern California",1,PG-TRWI-N-1-LB,600.1,4,4,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/,47.99,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,"Pasture Seed, Food Plot Seed",Ladino White Clover 40%; Medium Red Clover 35%; Alsike Clover 15%; Subterranean Clover 10%,40,"Scientifically balanced blend of Ladino White Clover (40%), Medium Red Clover (35%), Alsike Clover (15%), Subterranean Clover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Turn Wet Wasted Ground Into | Let Your Food Plot Hunt For | Keep Birds On Your Side Of
Big Bluestem,1,PG-ANGE-50-LB,600.0,1,1,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,199.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,All Seed,,30,"Give your family a lawn that’s soft, beautiful, and built to last.","The Premium Pet & Kid Friendly Bluegrass Bundle is designed for homeowners who want a safe, durable, and easy-to-grow lawn that can handle the wear and tear of kids, pets, and everyday play.",Key features: Pet & Kid Friendly | High Traffic | All-in-one Solution,
Big Four Native Erosion Control Mix,1,CV-BGEC-10-LB-OLD,599.97,3,3,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,90,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fast Cover | Deep Roots | Nitrogen Fix
Mid-West/Mid-Atlantic Dryland Pasture Mix,1,PB-MWD-2.5-A,589.0,2,1,PB-DRY,Dryland Pasture Mix,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,,Drought-Tolerant Tall Fescue 30%; Intermediate Wheatgrass 25%; Crested Wheatgrass 20%; Drought-Resistant Orchardgrass 15%,80,"Scientifically balanced blend of Drought-Tolerant Tall Fescue (30%), Intermediate Wheatgrass (25%), Crested Wheatgrass (20%), Drought-Resistant Orchardgrass (15%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Key features: More Grazing From Every Drop | Grass Even When You Skip | Pasture That Fits Your,
Southwest Semi-Arid Steppe Goat Forage Mix - 1 Acre,1,PB-SSAG-1-A,577.92,3,3,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Key features: 13 Species | Bloat-Safe | Low Maintenance,
