Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns
gla_183922,Intermountain West Sheep Forage Mix,pasture seed,sheep pastures,793,4,7.93,0.00,0.00,0.00,0.50,1.98,0.00,0.00,3,9
pb-pswg-0.5-a,Pacific Southwest Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest goat forage blend,9501,34,20.48,0.00,0.00,0.00,0.36,0.60,0.00,0.00,4,3
gla_183781,Great Lakes/New England Dairy Cow Forage Mix,pasture seed,cattle pastures,20621,34,23.53,0.00,0.00,0.00,0.16,0.69,0.00,0.00,3,9
pb-pswg-2.5-a,Pacific Southwest Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest goat forage blend,11247,58,45.70,0.50,0.00,0.00,0.52,0.79,0.86,0.00,4,3
pb-pswpb-1-a,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,4974,22,19.48,0.00,0.00,0.00,0.44,0.89,0.00,0.00,4,3
gla_183787,Florida Tropics Dairy Cow Forage Mix,pasture seed,cattle pastures,144,3,1.26,0.00,0.00,0.00,2.08,0.42,0.00,0.00,2,3
gla_183913,South-Atlantic Transitional Sheep Forage Mix,sale,,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
gla_183908,Great Plains Sheep Forage Mix,pasture seed,sheep pastures,1003,6,4.67,0.00,0.00,0.00,0.60,0.78,0.00,0.00,3,9
gla_183788,Florida Tropics Dairy Cow Forage Mix,pasture seed,cattle pastures,49,1,0.74,0.00,0.00,0.00,2.04,0.74,0.00,0.00,2,3
pb-ssah-2.5-a,Southwest Semi-Arid Steppe Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe horse forage blend,5198,8,9.43,0.00,0.00,0.00,0.15,1.18,0.00,0.00,4,3
gla_183906,Great Plains Sheep Forage Mix,pasture seed,sheep pastures,9500,144,119.18,0.00,0.00,0.00,1.52,0.83,0.00,0.00,3,9
pb-ssah-1-a,Southwest Semi-Arid Steppe Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe horse forage blend,4689,13,23.21,0.00,0.00,0.00,0.28,1.79,0.00,0.00,4,3
pb-pswpb-0.5-a,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,4312,9,4.94,0.00,0.00,0.00,0.21,0.55,0.00,0.00,4,3
pb-pswpg-2.5-a,Pacific Southwest Pig Forage Mix - | Nature's Seed,pacific southwest pig forage mix,,604,4,2.82,0.00,0.00,0.00,0.66,0.71,0.00,0.00,4,1
gla_183865,Great Lakes/New England Goat Forage Mix,pasture seed,goat pastures,1815,29,69.66,0.00,0.00,0.00,1.60,2.40,0.00,0.00,4,9
gla_183873,Florida Tropics Goat Forage Mix,pasture seed,pasture seed by region,86,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183801,Southwest Desert Goat Forage Mix,pasture seed,goat pastures,104493,75,45.91,0.00,0.00,0.00,0.07,0.61,0.00,0.00,3,7
pb-ssab,Southwest Semi-Arid Steppe Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe bison forage mix,5384,12,6.39,0.00,0.00,0.00,0.22,0.53,0.00,0.00,8,6
gla_183838,Intermountain West Goat Forage Mix,pasture seed,goat pastures,142,1,1.03,0.00,0.00,0.00,0.70,1.03,0.00,0.00,2,3
pb-ssaal-2.5-a,Southwest Semi-Arid Steppe Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe alpaca/llama forage blend,765,1,0.25,0.00,0.00,0.00,0.13,0.25,0.00,0.00,3,3
pb-ssaal-1-a,Southwest Semi-Arid Steppe Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe alpaca/llama forage blend,2243,4,3.50,0.00,0.00,0.00,0.18,0.88,0.00,0.00,3,3
pb-ssaal-0.5-a,Southwest Semi-Arid Steppe Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe alpaca/llama forage blend,383,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
pb-ssaal,Southwest Semi-Arid Steppe Alpaca/Llama Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe alpaca/llama forage mix,18063,126,34.36,0.00,0.00,0.00,0.70,0.27,0.00,0.00,8,7
gla_183824,Great Plains Goat Forage Mix,pasture seed,goat pastures,1877,34,52.17,0.00,0.00,0.00,1.81,1.53,0.00,0.00,3,5
pb-ssapb-2.5-a,Southwest Semi-Arid Steppe Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe poultry forage blend,457,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
gla_183796,Pacific Northwest Goat Forage Mix,pasture seed,goat pastures,1287,8,16.75,0.00,0.00,0.00,0.62,2.09,0.00,0.00,2,3
pb-satpb-1500-f,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,1637,3,2.47,0.00,0.00,0.00,0.18,0.82,0.00,0.00,2,3
gla_183872,Florida Tropics Goat Forage Mix,pasture seed,goat pastures,378,1,2.23,0.00,0.00,0.00,0.26,2.23,0.00,0.00,2,3
gla_183809,Mid-West/Mid-Atlantic Goat Forage Mix,pasture seed,goat pastures,469,3,2.53,0.00,0.00,0.00,0.64,0.84,0.00,0.00,2,3
pb-satpg-2.5-a,South-Atlantic Transitional Pig Forage Mix - | Nature's Seed,south-atlantic transitional pig forage mix,,184,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
gla_183817,Pacific Southwest Goat Forage Mix,pasture seed,goat pastures,593,2,7.22,0.00,0.00,0.00,0.34,3.61,0.00,0.00,4,9
pb-satpb-2000-f,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,3992,11,12.96,0.01,0.00,0.00,0.28,1.18,0.09,0.00,4,3
gla_183816,Pacific Southwest Goat Forage Mix,pasture seed,goat pastures,1147,20,42.00,0.00,0.00,0.00,1.74,2.10,0.00,0.00,4,9
pb-satpg-1-a,South-Atlantic Transitional Pig Forage Mix - | Nature's Seed,south-atlantic transitional pig forage mix,,135,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
pb-satpg-0.5-a,South-Atlantic Transitional Pig Forage Mix - | Nature's Seed,south-atlantic transitional pig forage mix,,134,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,1
gla_183810,Mid-West/Mid-Atlantic Goat Forage Mix,pasture seed,goat pastures,96,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
pb-satpb-5000-f,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,4212,16,10.06,0.00,0.00,0.00,0.38,0.63,0.00,0.00,4,3
gla_183843,Southwest Semi-Arid Steppe Goat Forage Mix,pasture seed,goat pastures,2035,30,36.25,0.00,0.00,0.00,1.47,1.21,0.00,0.00,4,10
pb-ssab-0.5-a,Southwest Semi-Arid Steppe Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe bison forage blend,453,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
pb-ssab-1-a,Southwest Semi-Arid Steppe Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe bison forage blend,252,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183844,Southwest Semi-Arid Steppe Goat Forage Mix,pasture seed,goat pastures,517,8,12.08,0.00,0.00,0.00,1.55,1.51,0.00,0.00,4,9
pb-ssadc-1-a,Southwest Semi-Arid Steppe Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe dairy cow forage blend,315,1,0.40,0.00,0.00,0.00,0.32,0.40,0.00,0.00,3,3
pb-psws-1-a,Pacific Southwest Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest sheep forage blend,6466,35,28.48,0.00,0.00,0.00,0.54,0.81,0.00,0.00,4,3
gla_183871,Florida Tropics Goat Forage Mix,pasture seed,goat pastures,1269,23,19.38,0.00,0.00,0.00,1.81,0.84,0.00,0.00,2,3
gla_183866,Great Lakes/New England Goat Forage Mix,pasture seed,goat pastures,763,3,4.33,0.00,0.00,0.00,0.39,1.44,0.00,0.00,4,9
gla_183859,Southwest Transitional Goat Forage Mix,pasture seed,goat pastures,416,1,0.54,0.00,0.00,0.00,0.24,0.54,0.00,0.00,3,9
pb-ssadc-0.5-a,Southwest Semi-Arid Steppe Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe dairy cow forage blend,612,1,0.05,0.00,0.00,0.00,0.16,0.05,0.00,0.00,2,3
gla_183858,Southwest Transitional Goat Forage Mix,pasture seed,goat pastures,1328,16,7.04,0.00,0.00,0.00,1.20,0.44,0.00,0.00,4,9
pb-satb-0.5-a,South-Atlantic Transitional Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional bison forage blend,3594,4,4.50,0.00,0.00,0.00,0.11,1.12,0.00,0.00,4,3
pb-ssadc,Southwest Semi-Arid Steppe Dairy Cow Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe dairy cow forage mix,3884,10,3.95,0.00,0.00,0.00,0.26,0.40,0.00,0.00,8,7
pb-satb-1-a,South-Atlantic Transitional Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional bison forage blend,4334,7,12.50,0.00,0.00,0.00,0.16,1.79,0.00,0.00,4,3
pb-satb-2.5-a,South-Atlantic Transitional Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional bison forage blend,5565,14,16.12,0.00,0.00,0.00,0.25,1.15,0.00,0.00,4,3
pb-ssabc-2.5-a,Southwest Semi-Arid Steppe Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe beef cattle forage blend,2539,6,6.62,0.00,0.00,0.00,0.24,1.10,0.00,0.00,4,3
pb-ssabc-1-a,Southwest Semi-Arid Steppe Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe beef cattle forage blend,2350,4,9.25,0.00,0.00,0.00,0.17,2.31,0.00,0.00,4,3
gla_183852,Southern Subtropics Goat Forage Mix,pasture seed,goat pastures,442,3,4.00,0.00,0.00,0.00,0.68,1.33,0.00,0.00,2,3
pb-ssabc-0.5-a,Southwest Semi-Arid Steppe Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe beef cattle forage blend,5005,5,2.63,0.00,0.00,0.00,0.10,0.53,0.00,0.00,4,3
pb-ssab-2.5-a,Southwest Semi-Arid Steppe Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe bison forage blend,333,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
pb-satdc-0.5-a,South-Atlantic Transitional Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional dairy cow forage blend,10055,51,32.10,0.00,0.00,0.00,0.51,0.63,0.00,0.00,4,3
pb-satdc-2.5-a,South-Atlantic Transitional Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional dairy cow forage blend,10089,48,45.13,0.00,0.00,0.00,0.48,0.94,0.00,0.00,4,3
gla_183851,Southern Subtropics Goat Forage Mix,pasture seed,goat pastures,2758,18,14.77,0.00,0.00,0.00,0.65,0.82,0.00,0.00,3,9
gla_445225,"Nature's Seed Common Buckwheat Seed Mix for Fast Forage and Pastures 5 Lbs bags for 5,000 Sq. ft | No fillers Guarantee",uncategorized,,2592,32,27.79,0.00,0.00,0.00,1.23,0.87,0.00,0.00,1,2
gla_183739,Great Plains Dairy Cow Forage Mix,pasture seed,cattle pastures,1453,30,23.67,0.00,0.00,0.00,2.06,0.79,0.00,0.00,3,9
pb-ssapb-2000-f,Southwest Semi-Arid Steppe Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe poultry forage blend,469,2,0.74,0.00,0.00,0.00,0.43,0.37,0.00,0.00,4,3
pb-swds-2.5-a,Southwest Desert Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert sheep forage blend,7504,42,26.47,0.00,0.00,0.00,0.56,0.63,0.00,0.00,4,3
pb-swtpg-2.5-a,Southwest Transitional Pig Forage Mix - | Nature's Seed,southwest transitional pig forage mix,,301,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
pb-swtpg-1-a,Southwest Transitional Pig Forage Mix - | Nature's Seed,southwest transitional pig forage mix,,375,2,1.22,0.00,0.00,0.00,0.53,0.61,0.00,0.00,4,1
pb-swtpg-0.5-a,Southwest Transitional Pig Forage Mix - | Nature's Seed,southwest transitional pig forage mix,,211,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,1
pb-swtpg,Southwest Transitional Pig Forage Mix | Nature's Seed,pasture seed,southwest transitional pig forage mix,1582,8,5.15,0.00,0.00,0.00,0.51,0.64,0.00,0.00,2,4
gla_183627,Pacific Northwest Beef Cattle Forage Mix,pasture seed,cattle pastures,493,3,2.21,0.00,0.00,0.00,0.61,0.74,0.00,0.00,2,3
gla_183633,Southwest Desert Beef Cattle Forage Mix,pasture seed,cattle pastures,251,2,1.01,0.00,0.00,0.00,0.80,0.51,0.00,0.00,2,3
pb-swtpb-1500-f,Southwest Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional poultry forage blend,2995,6,4.41,0.00,0.00,0.00,0.20,0.73,0.00,0.00,4,3
pb-swtpb-1000-f,Southwest Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional poultry forage blend,2288,10,10.94,0.00,0.00,0.00,0.44,1.09,0.00,0.00,4,3
pb-swtpb-1-a,Southwest Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional poultry forage blend,3887,15,14.53,0.00,0.00,0.00,0.39,0.97,0.00,0.00,4,3
gla_183634,Southwest Desert Beef Cattle Forage Mix,pasture seed,cattle pastures,375,1,0.59,0.00,0.00,0.00,0.27,0.59,0.00,0.00,2,3
gla_183635,Southwest Desert Beef Cattle Forage Mix,pasture seed,cattle pastures,45,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
pb-swtg-2.5-a,Southwest Transitional Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional goat forage blend,7695,25,24.81,0.00,0.00,0.00,0.32,0.99,0.00,0.00,4,3
gla_183641,Mid-West/Mid-Atlantic Beef Cattle Forage Mix,pasture seed,cattle pastures,980,8,4.47,0.00,0.00,0.00,0.82,0.56,0.00,0.00,3,9
gla_183642,Mid-West/Mid-Atlantic Beef Cattle Forage Mix,pasture seed,cattle pastures,7593,33,25.76,0.00,0.00,0.00,0.43,0.78,0.00,0.00,3,9
pb-swtdc-2.5-a,Southwest Transitional Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional dairy cow forage blend,4613,11,13.05,0.00,0.00,0.00,0.24,1.19,0.00,0.00,4,3
pb-swtdc-1-a,Southwest Transitional Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional dairy cow forage blend,3791,7,3.95,0.00,0.00,0.00,0.18,0.56,0.00,0.00,4,3
pb-swtdc-0.5-a,Southwest Transitional Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional dairy cow forage blend,2963,5,4.06,0.00,0.00,0.00,0.17,0.81,0.00,0.00,4,3
pb-swtdc,Southwest Transitional Dairy Cow Forage Mix,pasture seed,southwest transitional dairy cow forage mix,7706,11,9.03,0.00,0.00,0.00,0.14,0.82,0.00,0.00,8,7
pb-swtbc-2.5-a,Southwest Transitional Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional beef cattle forage blend,10560,68,50.38,0.00,0.00,0.00,0.64,0.74,0.00,0.00,4,3
pb-swtbc-1-a,Southwest Transitional Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional beef cattle forage blend,9088,49,32.25,0.00,0.00,0.00,0.54,0.66,0.00,0.00,4,3
pb-swtbc-0.5-a,Southwest Transitional Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional beef cattle forage blend,17767,85,55.71,0.00,0.00,0.00,0.48,0.66,0.00,0.00,4,3
gla_183647,Pacific Southwest Beef Cattle Forage Mix,pasture seed,cattle pastures,8334,101,121.76,0.00,0.00,0.00,1.21,1.21,0.00,0.00,4,10
pb-swtb-2.5-a,Southwest Transitional Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional bison forage blend,1080,1,2.56,0.00,0.00,0.00,0.09,2.56,0.00,0.00,3,3
pb-swtb-1-a,Southwest Transitional Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional bison forage blend,465,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
pb-swtb-0.5-a,Southwest Transitional Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional bison forage blend,750,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,3
pb-swtb,Southwest Transitional Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest transitional bison forage mix,4076,4,1.48,0.00,0.00,0.00,0.10,0.37,0.00,0.00,8,6
gla_183649,Pacific Southwest Beef Cattle Forage Mix,pasture seed,cattle pastures,7208,46,50.43,0.00,0.00,0.00,0.64,1.10,0.00,0.00,4,10
pb-swtal-1-a,Southwest Transitional Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional alpaca/llama forage blend,1787,4,5.03,0.00,0.00,0.00,0.22,1.26,0.00,0.00,4,3
pb-swtal-0.5-a,Southwest Transitional Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional alpaca/llama forage blend,1506,5,3.23,0.00,0.00,0.00,0.33,0.65,0.00,0.00,4,3
gla_183621,Florida Tropics Horse Forage Mix,pasture seed,horse pastures,205,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183620,Florida Tropics Horse Forage Mix,pasture seed,horse pastures,210,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183619,Florida Tropics Horse Forage Mix,pasture seed,horse pastures,4417,64,91.31,0.00,0.00,0.00,1.45,1.43,0.00,0.00,4,9
pg-chin-10-lb,Forage Chicory - Pasture Seed | Nature's Seed,pasture seed,forage chicory,8775,67,40.48,0.00,0.00,0.00,0.76,0.60,0.00,0.00,4,3
13429959135957232464,Great Lakes/New England Sheep Pasture Seed Mix,,,132,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
1491961734777294612,Cattle & Dairy Cow Pasture Mix | Cold & Warm Season,,,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
16072454010820768888,Poultry Pasture & Forage Mix,,,169,3,3.15,0.00,0.00,0.00,1.78,1.05,0.00,0.00,1,2
17910775112382531763,Southwest Desert Goat Forage Mix - 1 Acre,,,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2014283584867868703,"Sheep Pasture & Forage Mix - Transitional - 10 Lbs - 20,000 Sq Ft",,,144,7,7.30,0.00,0.00,0.00,4.86,1.04,0.00,0.00,1,2
6457921155476071782,Tortoise Forage & Habitat Mix,,,150,5,2.68,0.00,0.00,0.00,3.33,0.54,0.00,0.00,1,2
715889165840712996,Pacific Southwest Poultry Forage Mix - 5000 ft²,,,84,2,2.54,0.00,0.00,0.00,2.38,1.27,0.00,0.00,1,2
pg-kopr-50-lb,Forage Kochia - Pasture Seed | Nature's Seed,pasture seed,forage kochia,3826,50,7.51,0.00,0.00,0.00,1.31,0.15,0.00,0.00,4,3
pg-kopr-25-lb,Forage Kochia - Pasture Seed | Nature's Seed,pasture seed,forage kochia,2505,27,4.83,0.00,0.00,0.00,1.08,0.18,0.00,0.00,3,3
pg-kopr-10-lb,Forage Kochia - Pasture Seed | Nature's Seed,pasture seed,forage kochia,8774,81,11.79,0.00,0.00,0.00,0.92,0.15,0.00,0.00,4,3
8950709010544514463,Pacific Northwest Pig Forage Mix,,,133,7,7.66,0.00,0.00,0.00,5.26,1.09,0.00,0.00,1,1
9848834681477067527,Sheep Fescue Grass,,,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
gla_183536,Sheep Fescue Grass,lawn seed,grass seed by state,4559,21,34.89,0.00,0.00,0.00,0.46,1.66,0.00,0.00,4,9
gla_183550,Southwest Desert Horse Forage Mix,pasture seed,horse pastures,4930,60,82.26,0.00,0.00,0.00,1.22,1.37,0.00,0.00,3,9
gla_183607,Southwest Transitional Horse Forage Mix,pasture seed,horse pastures,507,1,26.94,0.00,0.00,0.00,0.20,26.94,0.00,0.00,3,8
gla_183551,Southwest Desert Horse Forage Mix,pasture seed,horse pastures,1006,13,19.90,0.00,0.00,0.00,1.29,1.53,0.00,0.00,3,8
pg-atpo-50-lb,Cattle Spinach - Specialty Seed | Nature's Seed,specialty seed,cattle spinach,346,1,1.25,0.00,0.00,0.00,0.29,1.25,0.00,0.00,4,2
pg-atpo-25-lb,Cattle Spinach - Specialty Seed | Nature's Seed,specialty seed,cattle spinach,190,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2
pg-atpo-10-lb,Cattle Spinach - Specialty Seed | Nature's Seed,specialty seed,cattle spinach,523,2,0.79,0.00,0.00,0.00,0.38,0.40,0.00,0.00,4,2
pg-atpo-1-lb,Cattle Spinach - Specialty Seed | Nature's Seed,specialty seed,cattle spinach,312,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,3
pg-atpo,Cattle Spinach Specialty Seed | Nature's Seed,specialty seed,cattle spinach,364,5,2.29,0.00,0.00,0.00,1.37,0.46,0.00,0.00,2,4
gla_183558,Mid-West/Mid-Atlantic Horse Forage Mix,pasture seed,horse pastures,841,10,42.57,0.00,0.00,0.00,1.19,4.26,0.00,0.00,4,9
gla_183571,Great Plains Horse Forage Mix,pasture seed,horse pastures,6863,39,68.02,0.00,0.00,0.00,0.57,1.74,0.00,0.00,4,9
gla_183591,Southwest Semi-Arid Steppe Horse Forage Mix,pasture seed,horse pastures,215,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183592,Southwest Semi-Arid Steppe Horse Forage Mix,pasture seed,horse pastures,46,1,1.71,0.00,0.00,0.00,2.17,1.71,0.00,0.00,2,3
gla_183593,Southwest Semi-Arid Steppe Horse Forage Mix,pasture seed,horse pastures,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
gla_183605,Southwest Transitional Horse Forage Mix,pasture seed,horse pastures,2384,18,28.17,0.00,0.00,0.00,0.76,1.57,0.00,0.00,3,9
gla_183606,Southwest Transitional Horse Forage Mix,pasture seed,horse pastures,679,5,5.78,0.00,0.00,0.00,0.74,1.16,0.00,0.00,3,9
pb-swtal,Southwest Transitional Alpaca/Llama Forage Mix,pasture seed,southwest transitional alpaca/llama forage mix,8362,21,7.43,0.00,0.00,0.00,0.25,0.35,0.00,0.00,8,7
pb-swds-0.5-a,Southwest Desert Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert sheep forage blend,14028,92,67.18,0.00,0.00,0.00,0.66,0.73,0.00,0.00,4,3
pb-ssapb-500-f,Southwest Semi-Arid Steppe Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe poultry forage blend,1067,1,1.16,0.00,0.00,0.00,0.09,1.16,0.00,0.00,4,3
gla_183662,South-Atlantic Transitional Beef Cattle Forage Mix,pasture seed,cattle pastures,1197,14,10.51,0.00,0.00,0.00,1.17,0.75,0.00,0.00,3,9
pb-sspg,Southern Subtropics Pig Forage Mix | Nature's Seed,pasture seed,southern subtropics pig forage mix,2944,43,27.56,0.00,0.00,0.00,1.46,0.64,0.00,0.00,2,4
gla_183733,Pacific Northwest Dairy Cow Forage Mix,pasture seed,cattle pastures,310,5,10.76,0.00,0.00,0.00,1.61,2.15,0.00,0.00,2,3
pb-pswdc-1-a,Pacific Southwest Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest dairy cow forage blend,1814,6,4.78,0.00,0.00,0.00,0.33,0.80,0.00,0.00,4,3
